instance	cadical result	cadical time	cadical-chrono result	cadical-chrono time	cadical-trail result	cadical-trail time	cadical-trail-append result	cadical-trail-append time	cadical-trail-2levels-ahead	cadical-trail-2levels-ahead	par2	par-2 chrono	par-2 trail	par-2 append	par-2 1lvl
../SAT2018/Devriendt/le450_25c.col.25.cnf	-	5000.066	-	5000.024	-	5000.023	-	5000.037	-	5000.02	10000	10000	10000	10000	10000
../SAT2018/Mayer-Eichberger/6-3-8.cnf	SAT	1231.447	SAT	321.062	SAT	640.288	SAT	779.178	SAT	476.185	1231.447	321.062	640.288	779.178	476.185
../SAT2019/sr2019/old/58bits_13.dimacs-sr2015.cnf	-	5000.035	-	5000.005	-	5000.01	SAT	467.727	-	5000.02	10000	10000	10000	467.727	10000
../SAT2018/Scheel/cms-scheel-md4-families-r24-c5-p0-7-10-15-19.cnf	SAT	9.482	SAT	26.888	SAT	9.26	SAT	44.797	SAT	9.399	9.482	26.888	9.26	44.797	9.399
../SAT2019/sr2019/old/62bits_14.dimacs-sr2015.cnf	-	5000.046	-	5000.017	-	5000.016	-	5000.017	-	5000.01	10000	10000	10000	10000	10000
../SAT2019/sr2019/old/rbcl_xits_11_UNKNOWN-sc2009.cnf	-	5000.026	-	5000.051	-	5000.009	-	5000.006	-	5000.012	10000	10000	10000	10000	10000
../SAT2018/final/Zhou/lei450-05b-05.cnf	SAT	1.733	SAT	8.376	SAT	2.062	SAT	6.469	SAT	8.885	1.733	8.376	2.062	6.469	8.885
../SAT2019/sr2019/old/cms-scheel-md5-families-r24-c8-p0-3-5-6-14-16-18-19-sc2018.cnf	SAT	1269.106	SAT	2177.156	SAT	1511.342	-	5000.035	SAT	1286.026	1269.106	2177.156	1511.342	10000	1286.026
../SAT2018/Heusser/satcoin-genesis-SAT-4.cnf	SAT	1.192	SAT	0.954	SAT	0.942	SAT	0.985	SAT	1.052	1.192	0.954	0.942	0.985	1.052
../SAT2018/final/Zhou/queen8-8-9.cnf	SAT	2.702	SAT	2.73	SAT	3.944	SAT	0.941	SAT	0.769	2.702	2.73	3.944	0.941	0.769
../SAT2019/sr2019/old/custmulsb2x32o-sc2016.cnf	-	5000.02	-	5000.01	-	5000.016	-	5000.016	-	5000.005	10000	10000	10000	10000	10000
../SAT2019/sr2019/new/Zaikin/Mickey_out250_known_last146_0_u.cnf	UNSAT	1009.739	UNSAT	2552.952	UNSAT	810.81	UNSAT	759.27	UNSAT	863.821	1009.739	2552.952	810.81	759.27	863.821
../SAT2019/sr2019/old/newton.2.3.i.smt2-cvc4-sc2016.cnf	-	5000.066	-	5000.023	-	5000.043	-	5000.02	-	5000.039	10000	10000	10000	10000	10000
../SAT2018/final/Johnson/sted5_0x24204-60.cnf	-	5000.003	-	5000.015	-	5000.01	-	5000.004	-	5000.027	10000	10000	10000	10000	10000
../SAT2018/Ehlers/ex045_7.cnf	SAT	636.593	SAT	4447.008	SAT	687.865	SAT	4050.442	SAT	1502.244	636.593	4447.008	687.865	4050.442	1502.244
../SAT2018/Biere/sdiv30prop.cnf	-	5000.018	-	5000.014	-	5000.019	-	5000.01	-	5000.026	10000	10000	10000	10000	10000
../SAT2018/Ehlers/ex145_10.cnf	-	5000.022	-	5000.011	-	5000.022	-	5000.095	-	5000.131	10000	10000	10000	10000	10000
../SAT2018/Chowdhury/gto_p60c295.cnf	-	5000.014	-	5000.021	-	5000.01	-	5000.014	-	5000.009	10000	10000	10000	10000	10000
../SAT2019/sr2019/new/Zaikin/ASG_96_len112_known_last13_2_u.cnf	UNSAT	633.176	UNSAT	704.687	UNSAT	605.631	UNSAT	645.058	UNSAT	643.848	633.176	704.687	605.631	645.058	643.848
../SAT2018/Jingchao/a_rphp035_05.cnf	UNSAT	1275.563	UNSAT	1215.721	UNSAT	1372.479	UNSAT	1384.232	UNSAT	1289.646	1275.563	1215.721	1372.479	1384.232	1289.646
../SAT2019/sr2019/old/6s20-sc2013.cnf	UNSAT	770.24	UNSAT	772.042	UNSAT	838.17	UNSAT	738.057	UNSAT	609.829	770.24	772.042	838.17	738.057	609.829
../SAT2019/sr2019/old/stable-400-0.1-4-9876543214004-sc2014.cnf	-	5000.023	SAT	1037.105	-	5000.007	-	5000.018	SAT	439.525	10000	1037.105	10000	10000	439.525
../SAT2018/final/CRIL/T98.2.0.cnf	UNSAT	509.972	UNSAT	533.379	UNSAT	488.033	UNSAT	497.265	UNSAT	476.794	509.972	533.379	488.033	497.265	476.794
../SAT2019/sr2019/new/Zhou/Eternity-10-05_c18.cnf	SAT	3.368	SAT	8.41	SAT	14.381	SAT	11.118	SAT	17.932	3.368	8.41	14.381	11.118	17.932
../SAT2019/sr2019/new/Zhou/Eternity-10-06_c18.cnf	SAT	4792.573	SAT	2331.882	SAT	17.254	SAT	1348.135	SAT	2033.676	4792.573	2331.882	17.254	1348.135	2033.676
../SAT2018/Liang/dist5.c.cnf	UNSAT	76.078	UNSAT	77.512	UNSAT	72.111	UNSAT	79.153	UNSAT	74.175	76.078	77.512	72.111	79.153	74.175
../SAT2018/Scheel/cms-scheel-md4-families-r24-c5-p0-5-11-13-18.cnf	SAT	4443.874	SAT	158.239	SAT	3774.572	SAT	4090.725	SAT	4044.41	4443.874	158.239	3774.572	4090.725	4044.41
../SAT2019/sr2019/old/sokoban-p16.sas.ex.21-sc2016.cnf	-	5000.052	-	5000.057	SAT	4545.557	-	5000.075	-	5000.072	10000	10000	4545.557	10000	10000
../SAT2018/final/Soos/apn-sbox6-cut4-helpbox31.cnf	SAT	24.842	SAT	376.126	-	5000.022	SAT	1354.099	SAT	1026.066	24.842	376.126	10000	1354.099	1026.066
../SAT2019/sr2019/old/tseitingrid7x160_shuffled-sc2016.cnf	-	5000.013	-	5000.013	-	5000.013	-	5000.018	-	5000.012	10000	10000	10000	10000	10000
../SAT2019/sr2019/old/custmulun16x16o-sc2016.cnf	-	5000.011	-	5000.059	-	5000.042	-	5000.114	-	5000.075	10000	10000	10000	10000	10000
../SAT2018/final/Zhou/ramsey-32-4.cnf	SAT	4.439	SAT	3.249	SAT	3.574	SAT	3.911	SAT	4.321	4.439	3.249	3.574	3.911	4.321
../SAT2018/Scheel/cms-scheel-md4-families-r24-c6-p2-4-9-16-17-19.cnf	UNSAT	1.309	UNSAT	1.163	UNSAT	1.33	UNSAT	1.223	UNSAT	1.962	1.309	1.163	1.33	1.223	1.962
../SAT2019/sr2019/old/hwmcc15deep-oski15a10b10s-k22-sc2017.cnf	UNSAT	2002.976	UNSAT	2464.602	UNSAT	2141.07	UNSAT	2324.73	UNSAT	2218.421	2002.976	2464.602	2141.07	2324.73	2218.421
../SAT2018/Zha/factoring54018521x562448657.cnf	SAT	3331.575	SAT	1136.501	-	5000.009	SAT	681.07	-	5000.062	3331.575	1136.501	10000	681.07	10000
../SAT2019/sr2019/new/Biere/eqsparrc12bpdtlf12.cnf	-	5000.006	-	5000.012	-	5000.01	-	5000.012	-	5000.011	10000	10000	10000	10000	10000
../SAT2019/sr2019/old/squ_ali_s10x10_c39_abix_SAT-sc2017.cnf	SAT	365.136	SAT	48.441	SAT	184.963	SAT	316.421	SAT	198.876	365.136	48.441	184.963	316.421	198.876
../SAT2018/Liang/dist8.c.cnf	UNSAT	78.926	UNSAT	84.963	UNSAT	81.63	UNSAT	79.726	UNSAT	78.408	78.926	84.963	81.63	79.726	78.408
../SAT2019/sr2019/old/LABS_n071_goal001-sc2013.cnf	UNSAT	3165.619	UNSAT	3183.212	UNSAT	3191.569	UNSAT	2841.016	UNSAT	3741.124	3165.619	3183.212	3191.569	2841.016	3741.124
../SAT2018/Devriendt/le450_25b.col.25.cnf	-	5000.012	-	5000.017	-	5000.062	-	5000.051	-	5000.038	10000	10000	10000	10000	10000
../SAT2018/Biere/udiv45prop.cnf	UNSAT	1149.026	UNSAT	1139.397	UNSAT	1142.447	UNSAT	1021.967	UNSAT	1084.332	1149.026	1139.397	1142.447	1021.967	1084.332
../SAT2018/final/CRIL/T103.2.0.cnf	UNSAT	510.312	UNSAT	690.422	UNSAT	453.735	UNSAT	429.283	UNSAT	477.94	510.312	690.422	453.735	429.283	477.94
../SAT2019/sr2019/new/Zaikin/Grain_no_init_ver1_out200_known_last104_0_u.cnf	UNSAT	3626.635	UNSAT	3695.83	UNSAT	3243.447	UNSAT	3737.797	UNSAT	3095.156	3626.635	3695.83	3243.447	3737.797	3095.156
../SAT2019/sr2019/new/Manthey/sv-comp19_prop-reachsafety.triangular-longer_false-unreach-call.i-witness.cnf	SAT	218.956	SAT	197.668	SAT	1879.303	SAT	206.728	SAT	62.915	218.956	197.668	1879.303	206.728	62.915
../SAT2019/sr2019/new/Bebel/toughsat_24bits_1.cnf	SAT	107.137	SAT	468.118	SAT	108.818	SAT	402.144	SAT	341.791	107.137	468.118	108.818	402.144	341.791
../SAT2019/sr2019/new/Chen/hcp_CP24_24.cnf	-	5000.018	-	5000.02	-	5000.018	-	5000.021	-	5000.129	10000	10000	10000	10000	10000
../SAT2019/sr2019/old/safe-30-h29-unsat-sc2007.cnf	-	5000.017	-	5000.065	-	5000.022	-	5000.019	-	5000.02	10000	10000	10000	10000	10000
../SAT2018/final/Collatz/5or7mod8.rules.7-7.cnf	-	5000.01	-	5000.019	-	5000.028	-	5000.026	-	5000.042	10000	10000	10000	10000	10000
../SAT2018/Jingchao/a_rphp065_04.cnf	UNSAT	558.803	UNSAT	826.641	UNSAT	525.571	UNSAT	586.283	UNSAT	503.53	558.803	826.641	525.571	586.283	503.53
../SAT2018/Harder/ecarev-110-4099-22-30-2.cnf	SAT	551.136	SAT	585.586	SAT	364.423	SAT	596.811	SAT	674.493	551.136	585.586	364.423	596.811	674.493
../SAT2018/Jingchao/ae_rphp055_04.cnf	UNSAT	228.018	UNSAT	198.17	UNSAT	251.138	UNSAT	230.808	UNSAT	228.777	228.018	198.17	251.138	230.808	228.777
../SAT2018/Mayer-Eichberger/6-4-6.cnf	-	5000.004	-	5000.009	-	5000.021	SAT	3493.953	-	5000.012	10000	10000	10000	3493.953	10000
../SAT2019/sr2019/new/Zhou/Bibd-sc-10-03-08_c18.cnf	SAT	6.045	SAT	2.328	SAT	6.373	SAT	5.839	SAT	8.337	6.045	2.328	6.373	5.839	8.337
../SAT2018/Ofer/exams_flat_0.04_2017_9.cnf	-	5000.048	-	5000.088	-	5000.052	-	5000.026	SAT	1788.672	10000	10000	10000	10000	1788.672
../SAT2018/Manthey/Problem14_label48_true-unreach-call.c.cnf	UNSAT	201.567	UNSAT	164.494	UNSAT	173.456	UNSAT	286.779	UNSAT	141.936	201.567	164.494	173.456	286.779	141.936
../SAT2019/sr2019/old/gto_p60c238-sc2018.cnf	UNSAT	537.553	UNSAT	963.888	UNSAT	611.042	UNSAT	632.834	UNSAT	676.928	537.553	963.888	611.042	632.834	676.928
../SAT2019/sr2019/new/Heule/MM-23-2-2-2-2-3.cnf	-	5000.017	-	5000.013	-	5000.023	-	5000.006	-	5000.024	10000	10000	10000	10000	10000
../SAT2019/sr2019/new/Zhou/SocialGolfers-6-6-7-cp_c18.cnf	-	5000.032	-	5000.017	-	5000.021	-	5000.04	-	5000.027	10000	10000	10000	10000	10000
../SAT2019/sr2019/new/Heule/MM-23-5-B.cnf	-	5000.015	-	5000.299	-	5000.019	-	5000.053	-	5000.015	10000	10000	10000	10000	10000
../SAT2019/sr2019/new/Biere/eqbparrc14spwtcl14.cnf	-	5000.016	-	5000.012	-	5000.007	-	5000.008	-	5000.01	10000	10000	10000	10000	10000
../SAT2019/sr2019/old/countbitssrl032-sc2009.cnf	UNSAT	49.885	UNSAT	58.819	UNSAT	58.858	UNSAT	61.772	UNSAT	71.887	49.885	58.819	58.858	61.772	71.887
../SAT2018/final/CRIL/T56.2.0.cnf	UNSAT	558.684	UNSAT	486.592	UNSAT	452.811	UNSAT	444.734	UNSAT	539.661	558.684	486.592	452.811	444.734	539.661
../SAT2018/Heusser/satcoin-genesis-SAT-8.cnf	SAT	1.235	SAT	1.287	SAT	1.527	SAT	1.303	SAT	1.528	1.235	1.287	1.527	1.303	1.528
../SAT2018/Scheel/cms-scheel-md4-families-r24-c6-p1-9-13-16-18-19.cnf	SAT	162.827	SAT	128.126	SAT	805.135	SAT	184.548	SAT	153.622	162.827	128.126	805.135	184.548	153.622
../SAT2018/Konan/TimetableCNFEncoding_9_UNKNOWN.cnf	-	5000.04	-	5000.025	-	5000.045	-	5000.03	-	5000.034	10000	10000	10000	10000	10000
../SAT2019/sr2019/new/Biere/eqspwtcl14bpwtcl14.cnf	-	5000.013	-	5000.012	-	5000.482	-	5000.034	-	5000.01	10000	10000	10000	10000	10000
../SAT2018/Devriendt/queen13_13.col.13.cnf	UNSAT	132.444	UNSAT	111.103	UNSAT	116.398	UNSAT	120.618	UNSAT	134.162	132.444	111.103	116.398	120.618	134.162
../SAT2018/Chen/20180326_095805836_p_cnf_320_1120.cnf	-	5000.276	-	5000.007	-	5000.33	-	5000.674	-	5000.002	10000	10000	10000	10000	10000
../SAT2019/sr2019/new/Skladanivskyy/sha1r17m149ABCD.cnf	SAT	1998.771	SAT	2474.871	SAT	2602.61	SAT	2695.265	SAT	3446.933	1998.771	2474.871	2602.61	2695.265	3446.933
../SAT2018/Heule/CNP-5-800.cnf	SAT	154.74	SAT	44.046	SAT	136.624	SAT	130.021	SAT	121.458	154.74	44.046	136.624	130.021	121.458
../SAT2019/sr2019/old/sokoban-p20.sas.ex.17-sc2016.cnf	-	5000.049	-	5000.063	-	5000.07	-	5000.071	-	5000.047	10000	10000	10000	10000	10000
../SAT2019/sr2019/old/sted1_0x0-380-sc2018.cnf	-	5000.011	-	5000.044	-	5000.006	-	5000.009	-	5000.016	10000	10000	10000	10000	10000
../SAT2018/Xiao/Nb11T118.cnf	-	5000.049	-	5000.082	-	5000.071	-	5000.065	-	5000.059	10000	10000	10000	10000	10000
../SAT2018/Scheel/cms-scheel-md5-families-r24-c7-p1-3-6-10-11-14-15.cnf	UNSAT	3.693	UNSAT	3.582	UNSAT	3.46	UNSAT	3.471	UNSAT	3.547	3.693	3.582	3.46	3.471	3.547
../SAT2019/sr2019/old/li-test4-99.shuffled-as.sat03-377-sc2002.cnf	-	5000.024	-	5000.042	-	5000.015	-	5000.025	-	5000.018	10000	10000	10000	10000	10000
../SAT2018/Biere/uniqinv47prop.cnf	UNSAT	3537.7	UNSAT	3843.401	UNSAT	3602.515	UNSAT	3429.991	UNSAT	3212.284	3537.7	3843.401	3602.515	3429.991	3212.284
../SAT2019/sr2019/new/Bebel/toughsat_26bits_2.cnf	SAT	345.307	SAT	314.473	SAT	668.563	SAT	450.568	SAT	559.1	345.307	314.473	668.563	450.568	559.1
../SAT2019/sr2019/new/Zaikin/Mickey_out250_known_last147_0_u.cnf	UNSAT	833.571	UNSAT	541.723	UNSAT	764.827	UNSAT	653.575	UNSAT	563.053	833.571	541.723	764.827	653.575	563.053
../SAT2019/sr2019/old/ex145_11-sc2018.cnf	-	5000.02	-	5000.02	-	5000.028	-	5000.01	-	5000.025	10000	10000	10000	10000	10000
../SAT2018/final/Soos/apn-sbox6-cut3-helpbox26.cnf	-	5000.024	-	5000.012	-	5000.019	-	5000.014	-	5000.047	10000	10000	10000	10000	10000
../SAT2019/sr2019/new/Manthey/sv-comp19_prop-reachsafety.barrier_3t_true-unreach-call.i-witness.cnf	-	51.27	-	52.943	-	51.958	-	50.807	-	49.264	10000	10000	10000	10000	10000
../SAT2019/sr2019/new/Chen/hcp_CP18_18.cnf	SAT	1803.98	SAT	447.069	SAT	2358.998	-	5000.033	SAT	1643.01	1803.98	447.069	2358.998	10000	1643.01
../SAT2019/sr2019/old/sgen1-unsat-109-100-sc2009.cnf	-	5000.018	-	5000.009	-	5000.006	-	5000.017	-	5000.012	10000	10000	10000	10000	10000
../SAT2019/sr2019/old/sokoban-p20.sas.ex.23-sc2016.cnf	-	5000.071	-	5000.076	-	5000.145	-	5000.089	-	5000.079	10000	10000	10000	10000	10000
../SAT2019/sr2019/new/Biere/cruxmiter32seed4.cnf	-	5000.007	-	5000.007	-	5000.039	-	5000.011	-	5000.012	10000	10000	10000	10000	10000
../SAT2019/sr2019/old/rbsat-v2400c266431g5-sc2009.cnf	-	5000.018	-	5000.013	-	5000.022	-	5000.015	-	5000.016	10000	10000	10000	10000	10000
../SAT2018/Chen/20180322_164224543_p_cnf_320_1120.cnf	SAT	22.926	SAT	721.807	SAT	102.067	SAT	330.888	SAT	22.955	22.926	721.807	102.067	330.888	22.955
../SAT2019/sr2019/old/slp-synthesis-aes-top26-sc2011.cnf	SAT	32.286	SAT	135.718	SAT	141.081	SAT	467.653	SAT	109.99	32.286	135.718	141.081	467.653	109.99
../SAT2019/sr2019/new/Heule/MM-23-2-2-2-3-4.cnf	-	5000.017	-	5000.024	-	5000.011	-	5000.012	-	5000.01	10000	10000	10000	10000	10000
../SAT2018/Xiao/Nb54T6.cnf	UNSAT	2509.768	UNSAT	1814.689	UNSAT	1895.472	UNSAT	2415.863	UNSAT	2132.675	2509.768	1814.689	1895.472	2415.863	2132.675
../SAT2019/sr2019/old/edges-024-4-5613555-1-00-sc2014.cnf	-	5000.003	-	5000.003	-	5000.013	-	5000.008	-	5000.026	10000	10000	10000	10000	10000
../SAT2019/sr2019/old/UCG-20-10p1-sc2009.cnf	SAT	727.57	SAT	873.481	SAT	814.082	SAT	769.376	SAT	837.031	727.57	873.481	814.082	769.376	837.031
../SAT2018/final/CRIL/T96.2.0.cnf	UNSAT	475.177	UNSAT	430.213	UNSAT	609.336	UNSAT	449.182	UNSAT	557.724	475.177	430.213	609.336	449.182	557.724
../SAT2019/sr2019/new/Savicky/size_5_5_5_i171_r12.cnf	SAT	53.897	SAT	1062.589	SAT	1247.704	SAT	231.218	SAT	1115.676	53.897	1062.589	1247.704	231.218	1115.676
../SAT2019/sr2019/old/b04_s_unknown-sc2013.cnf	SAT	296.043	SAT	220.965	SAT	280.179	SAT	818.159	SAT	313.852	296.043	220.965	280.179	818.159	313.852
../SAT2018/Biere/udiv47prop.cnf	UNSAT	1341.982	UNSAT	2033.04	UNSAT	1282.698	UNSAT	1441.425	UNSAT	1574.992	1341.982	2033.04	1282.698	1441.425	1574.992
../SAT2019/sr2019/old/vmpc_36.renamed-as.sat05-1922-sc2005.cnf	-	5000.013	-	5000.007	-	5000.015	-	5000.008	-	5000.015	10000	10000	10000	10000	10000
../SAT2018/Manthey/sqrt_Householder_pseudoconstant_true-unreach-call.c.cnf	-	5000.091	-	5000.074	-	5000.118	-	5000.075	-	5000.098	10000	10000	10000	10000	10000
../SAT2019/sr2019/old/Schur_160_5_d38-sc2016.cnf	-	5000.015	-	5000.014	SAT	278.667	SAT	222.767	SAT	934.3	10000	10000	278.667	222.767	934.3
../SAT2019/sr2019/old/ps_5000_21250_3_0_0.8_0_1.55_2-sc2017.cnf	UNSAT	1588.326	UNSAT	1794.377	UNSAT	1621.505	UNSAT	1621.424	UNSAT	1949.48	1588.326	1794.377	1621.505	1621.424	1949.48
../SAT2019/sr2019/old/rubikcube912-sc2017.cnf	-	5000.004	-	5000.005	-	5000.025	-	5000.011	-	5000.066	10000	10000	10000	10000	10000
../SAT2019/sr2019/new/Bebel/toughsat_27bits_0.cnf	SAT	97.912	SAT	2851.524	SAT	758.704	SAT	334.264	SAT	1891.98	97.912	2851.524	758.704	334.264	1891.98
../SAT2019/sr2019/old/ex175_17-sc2018.cnf	-	5000.095	-	5000.124	-	5000.138	-	5000.161	SAT	3762.267	10000	10000	10000	10000	3762.267
../SAT2018/Devriendt/queen14_14.col.14.cnf	UNSAT	803.327	UNSAT	900.313	UNSAT	682.82	UNSAT	858.25	UNSAT	829.591	803.327	900.313	682.82	858.25	829.591
../SAT2018/Heule/CNP-5-100.cnf	SAT	547.244	SAT	544.47	SAT	592.337	SAT	147.563	SAT	163.916	547.244	544.47	592.337	147.563	163.916
../SAT2019/sr2019/old/jgiraldezlevy.2200.9086.08.40.149-sr2015.cnf	SAT	540.814	SAT	16.753	SAT	12.526	SAT	15.763	SAT	438.73	540.814	16.753	12.526	15.763	438.73
../SAT2019/sr2019/new/Manthey/sv-comp19_prop-reachsafety.25_stack_longest_false-unreach-call.i-witness.cnf	SAT	59.598	SAT	34.256	SAT	79.394	SAT	52.915	SAT	52.707	59.598	34.256	79.394	52.915	52.707
../SAT2018/Devriendt/le450_15b.col.15.cnf	-	5000.008	-	5000.02	-	5000.015	-	5000.013	-	5000.016	10000	10000	10000	10000	10000
../SAT2019/sr2019/old/T103.2.1-sc2017.cnf	UNSAT	2789.115	UNSAT	2539.111	UNSAT	3418.397	UNSAT	2867.956	UNSAT	2869.608	2789.115	2539.111	3418.397	2867.956	2869.608
../SAT2019/sr2019/new/Savicky/size_5_5_5_i235_r12.cnf	SAT	1263.465	SAT	1635.955	SAT	1985.967	-	5000.016	-	5000.027	1263.465	1635.955	1985.967	10000	10000
../SAT2018/Chen/20180321_110707239_p_cnf_320_1120.cnf	-	5000.006	SAT	2325.426	SAT	2438.005	SAT	376.78	-	5000.02	10000	2325.426	2438.005	376.78	10000
../SAT2018/Ehlers/ex177_13.cnf	-	5000.119	-	5000.086	-	5000.146	-	5000.105	-	5000.099	10000	10000	10000	10000	10000
../SAT2019/sr2019/old/SGI_30_60_28_40_2-dir.shuffled-as.sat03-124-sc2002.cnf	-	5000.032	-	5000.015	-	5000.677	-	5000.047	-	5000.036	10000	10000	10000	10000	10000
../SAT2019/sr2019/new/Zhou/Haystacks-ext-13_c18.cnf	-	5000.025	UNSAT	4366.436	-	5000.039	-	5000.009	-	5000.046	10000	4366.436	10000	10000	10000
../SAT2019/sr2019/old/T169.1.0-sc2017.cnf	SAT	498.424	SAT	418.501	SAT	485.577	SAT	500.105	SAT	516.906	498.424	418.501	485.577	500.105	516.906
../SAT2019/sr2019/new/Biere/eqbpwtcl10spwtcl10.cnf	UNSAT	405.065	UNSAT	427.2	UNSAT	434.899	UNSAT	422.791	UNSAT	373.674	405.065	427.2	434.899	422.791	373.674
../SAT2018/Ofer/course_flat_0.12_2018_3.cnf	-	5000.029	-	5000.057	-	5000.067	-	5000.036	-	5000.07	10000	10000	10000	10000	10000
../SAT2019/sr2019/old/partial-5-17-s-sc2007.cnf	-	5000.016	SAT	83.636	-	5000.027	-	5000.027	SAT	3800.284	10000	83.636	10000	10000	3800.284
../SAT2018/Scheel/cms-scheel-md4-families-r24-c5-p1-8-9-16-19.cnf	UNSAT	1.484	UNSAT	1.121	UNSAT	1.372	UNSAT	1.532	UNSAT	1.101	1.484	1.121	1.372	1.532	1.101
../SAT2018/Mayer-Eichberger/7-4-7.cnf	-	5000.109	-	5000.04	-	5000.093	-	5000.019	-	5000.013	10000	10000	10000	10000	10000
../SAT2018/Liang/dist7.c.cnf	UNSAT	77.332	UNSAT	93.915	UNSAT	77.56	UNSAT	76.493	UNSAT	72.613	77.332	93.915	77.56	76.493	72.613
../SAT2019/sr2019/old/gss-20-s100-sc2009.cnf	SAT	678.34	SAT	767.576	SAT	588.851	SAT	373.654	SAT	972.937	678.34	767.576	588.851	373.654	972.937
../SAT2019/sr2019/new/Chen/hcp_d24_24.cnf	-	5000.013	-	5000.013	-	5000.013	-	5000.027	-	5000.031	10000	10000	10000	10000	10000
../SAT2019/sr2019/new/Manthey/sv-comp19_prop-reachsafety.newton_2_2_true-unreach-call_true-termination.i-witness.cnf	UNSAT	442.947	UNSAT	451	UNSAT	739.314	UNSAT	731.341	UNSAT	620.509	442.947	451	739.314	731.341	620.509
../SAT2019/sr2019/new/Zhou/Haystacks-ext-12_c18.cnf	UNSAT	365.862	UNSAT	396.675	UNSAT	319.492	UNSAT	294.936	UNSAT	355.784	365.862	396.675	319.492	294.936	355.784
../SAT2019/sr2019/new/Bebel/toughsat_24bits_2.cnf	SAT	56.934	SAT	61.552	SAT	238.137	SAT	229.388	SAT	20.824	56.934	61.552	238.137	229.388	20.824
../SAT2018/Manthey/avg_true-unreach-call.i.cnf	UNSAT	131.449	UNSAT	202.264	UNSAT	322.927	UNSAT	319.841	UNSAT	295.595	131.449	202.264	322.927	319.841	295.595
../SAT2019/sr2019/old/004-sc2013.cnf	SAT	50.597	SAT	2838.276	SAT	501.766	SAT	514.017	SAT	3137.385	50.597	2838.276	501.766	514.017	3137.385
../SAT2019/sr2019/old/crafted_n11_d6_c3_num24-sc2013.cnf	UNSAT	183.207	UNSAT	212.919	UNSAT	176.16	UNSAT	166.702	UNSAT	304.864	183.207	212.919	176.16	166.702	304.864
../SAT2019/sr2019/new/Zhou/knight_14.cnf	-	5000.062	SAT	2501.104	-	5000.016	SAT	25.555	SAT	568.684	10000	2501.104	10000	25.555	568.684
../SAT2018/Chen/20180322_164241842_p_cnf_320_1120.cnf	SAT	356.805	SAT	697.801	SAT	51.589	SAT	43.787	SAT	91.025	356.805	697.801	51.589	43.787	91.025
../SAT2018/Manthey/newton_3_4_true-unreach-call.i.cnf	UNSAT	782.372	UNSAT	1153.86	UNSAT	1651.336	UNSAT	1588.006	UNSAT	1192.052	782.372	1153.86	1651.336	1588.006	1192.052
../SAT2019/sr2019/old/slp-synthesis-aes-bottom26-sc2011.cnf	-	5000.013	-	5000.035	-	5000.019	-	5000.012	-	5000.031	10000	10000	10000	10000	10000
../SAT2018/final/Collatz/full-cy-caa.rules.7-7.cnf	SAT	16.609	SAT	20.761	SAT	53.8	SAT	47.627	SAT	372.577	16.609	20.761	53.8	47.627	372.577
../SAT2019/sr2019/old/hwb-n26-03-S540351185.sat05-490.reshuffled-07-sc2007.cnf	UNSAT	1543.562	UNSAT	1435.452	UNSAT	3414.43	UNSAT	4070.121	UNSAT	2377.573	1543.562	1435.452	3414.43	4070.121	2377.573
../SAT2018/Chen/20180322_164223076_p_cnf_320_1120.cnf	SAT	2972.796	SAT	1197.06	SAT	1118.437	SAT	42.598	SAT	1432.219	2972.796	1197.06	1118.437	42.598	1432.219
../SAT2018/Liang/commutativity3.c.cnf	-	5000.016	-	5000.009	-	5000.016	-	5000.037	-	5000.018	10000	10000	10000	10000	10000
../SAT2018/final/CRIL/T77.2.0.cnf	UNSAT	438.16	UNSAT	444.036	UNSAT	496.653	UNSAT	449.99	UNSAT	492.563	438.16	444.036	496.653	449.99	492.563
../SAT2018/Biere/sdiv15prop.cnf	UNSAT	217.515	UNSAT	230.222	UNSAT	229.901	UNSAT	230.79	UNSAT	264.62	217.515	230.222	229.901	230.79	264.62
../SAT2019/sr2019/new/Chen/hcp_d12_12.cnf	SAT	7.072	SAT	6.005	SAT	0.999	SAT	5.793	SAT	4.121	7.072	6.005	0.999	5.793	4.121
../SAT2019/sr2019/old/smulo032-sc2012.cnf	UNSAT	192.38	UNSAT	166.792	UNSAT	169.073	UNSAT	152.281	UNSAT	172.99	192.38	166.792	169.073	152.281	172.99
../SAT2019/sr2019/old/6s166-sc2013.cnf	UNSAT	77.311	UNSAT	116.003	UNSAT	70.87	UNSAT	85.047	UNSAT	67.899	77.311	116.003	70.87	85.047	67.899
../SAT2019/sr2019/old/hwmcc15deep-6s516r-k18-sc2017.cnf	UNSAT	1793.491	UNSAT	1410.822	UNSAT	2233.229	UNSAT	1965.284	UNSAT	1971.953	1793.491	1410.822	2233.229	1965.284	1971.953
../SAT2018/Harder/ecarev-110-1031-23-40-2.cnf	SAT	259.308	SAT	197.149	SAT	412.461	SAT	266.536	SAT	270.164	259.308	197.149	412.461	266.536	270.164
../SAT2018/final/Zhou/magicSquare-9_glb.cnf	SAT	204.471	SAT	158.205	SAT	206.121	SAT	595.667	SAT	610.945	204.471	158.205	206.121	595.667	610.945
../SAT2019/sr2019/new/Bebel/toughsat_29bits_0.cnf	SAT	297.242	SAT	364.073	SAT	2726.399	-	5000.01	-	5000.036	297.242	364.073	2726.399	10000	10000
